chr	snpPos	snp.pValue	distToCenter	nearestGene	linkedGene	linkScore	linkDist	enrRank	enrName	enr.pValue	enrGroup
chr1	109817192	0.000000000000000000000000004	580.5	PSRC1	GSTM2	0.26	-392872	5	Lung	0.00000000000014	Lung
chr1	109817192	0.000000000000000000000000004	830	PSRC1	SARS	0.25	61481.5	5	Lung	0.00000000000014	Lung
chr1	109817192	0.000000000000000000000000004	440.5	PSRC1	GSTM2	0.25	-393012	5	Lung	0.00000000000014	Lung
chr1	109817192	0.000000000000000000000000004	469.5	PSRC1	NA	NA	NA	5	Lung	0.00000000000014	Lung
chr1	109817192	0.000000000000000000000000004	580.5	PSRC1	PSRC1	0.91	-8036	6	Multiple	0.0000000000002	Multiple
chr1	109817192	0.000000000000000000000000004	830	PSRC1	PSRC1	0.9	-7786.5	6	Multiple	0.0000000000002	Multiple
chr1	109817192	0.000000000000000000000000004	371	PSRC1	PSRC1	0.86	-8245.5	6	Multiple	0.0000000000002	Multiple
chr1	109817192	0.000000000000000000000000004	469.5	PSRC1	PSRC1	0.79	-9086	6	Multiple	0.0000000000002	Multiple
chr1	109817192	0.000000000000000000000000004	469.5	PSRC1	CELSR2	0.78	24561	6	Multiple	0.0000000000002	Multiple
chr1	109817192	0.000000000000000000000000004	830	PSRC1	SARS	0.5	61481.5	6	Multiple	0.0000000000002	Multiple
chr1	109817192	0.000000000000000000000000004	41	PSRC1	NA	NA	NA	6	Multiple	0.0000000000002	Multiple
chr21	35593827	0.00000000000000000000003	34.5	KCNE2	NA	NA	NA	2	Thyroid	0.00000000000000024	Endocrine
chr21	35593827	0.00000000000000000000003	355.5	KCNE2	NA	NA	NA	2	Thyroid	0.00000000000000024	Endocrine
chr21	35593827	0.00000000000000000000003	745.5	KCNE2	NA	NA	NA	2	Thyroid	0.00000000000000024	Endocrine
chr21	35593827	0.00000000000000000000003	384.5	KCNE2	NA	NA	NA	2	Thyroid	0.00000000000000024	Endocrine
chr21	35593827	0.00000000000000000000003	1694.5	KCNE2	NA	NA	NA	2	Thyroid	0.00000000000000024	Endocrine
chr19	11202306	0.0000000000000000000008	2270.5	LDLR	LDLR	0.87	4538	1	Adenocarcinoma	0.000000000000000000024	Cancer
chr19	11202306	0.0000000000000000000008	1813.5	LDLR	C19orf38	0.32	256868	1	Adenocarcinoma	0.000000000000000000024	Cancer
chr19	11202306	0.0000000000000000000008	2270.5	LDLR	CCDC159	0.31	-250784	1	Adenocarcinoma	0.000000000000000000024	Cancer
chr19	11202306	0.0000000000000000000008	1813.5	LDLR	CCDC159	0.16	-251241	1	Adenocarcinoma	0.000000000000000000024	Cancer
chr19	11202306	0.0000000000000000000008	2270.5	LDLR	SPC24	0.15	-61908	1	Adenocarcinoma	0.000000000000000000024	Cancer
chr19	11202306	0.0000000000000000000008	1813.5	LDLR	CDKN2D	0.14	524384	1	Adenocarcinoma	0.000000000000000000024	Cancer
chr19	11202306	0.0000000000000000000008	1813.5	LDLR	SWSAP1	0.14	-281242	1	Adenocarcinoma	0.000000000000000000024	Cancer
chr19	11202306	0.0000000000000000000008	2270.5	LDLR	LDLR	0.83	4538	3	Liver	0.00000000000000041	Liver
chr19	11202306	0.0000000000000000000008	1813.5	LDLR	C19orf38	0.73	256868	3	Liver	0.00000000000000041	Liver
chr19	11202306	0.0000000000000000000008	1713	LDLR	C19orf38	0.38	256767.5	3	Liver	0.00000000000000041	Liver
chr19	11202306	0.0000000000000000000008	1264	LDLR	NA	NA	NA	3	Liver	0.00000000000000041	Liver
chr19	11202306	0.0000000000000000000008	2270.5	LDLR	LDLR	0.88	4538	5	Lung	0.00000000000014	Lung
chr19	11202306	0.0000000000000000000008	1813.5	LDLR	C19orf38	0.53	256868	5	Lung	0.00000000000014	Lung
chr19	11202306	0.0000000000000000000008	1713	LDLR	C19orf38	0.52	256767.5	5	Lung	0.00000000000014	Lung
chr19	11202306	0.0000000000000000000008	1264	LDLR	NA	NA	NA	6	Multiple	0.0000000000002	Multiple
chr19	11202306	0.0000000000000000000008	1713	LDLR	C19orf38	0.57	256767.5	7	Liver	0.0000000000011	Liver
chr19	11202306	0.0000000000000000000008	1813.5	LDLR	C19orf38	0.4	256868	7	Liver	0.0000000000011	Liver
chr19	11202306	0.0000000000000000000008	1713	LDLR	CCDC159	0.22	-251341.5	7	Liver	0.0000000000011	Liver
chr19	11202306	0.0000000000000000000008	1813.5	LDLR	LDLR	0.22	4081	7	Liver	0.0000000000011	Liver
chr19	11202306	0.0000000000000000000008	1713	LDLR	SPC24	0.21	-62465.5	7	Liver	0.0000000000011	Liver
chr19	11202306	0.0000000000000000000008	1813.5	LDLR	ICAM3	0.2	753782	7	Liver	0.0000000000011	Liver
chr19	11202306	0.0000000000000000000008	1813.5	LDLR	SWSAP1	0.19	-281242	7	Liver	0.0000000000011	Liver
chr19	11202306	0.0000000000000000000008	1713	LDLR	ACP5	0.18	-485804.5	7	Liver	0.0000000000011	Liver
chr19	11202306	0.0000000000000000000008	1813.5	LDLR	C19orf38	0.51	256868	8	Liver	0.0000000000033	Liver
chr19	11202306	0.0000000000000000000008	1713	LDLR	C19orf38	0.5	256767.5	8	Liver	0.0000000000033	Liver
chr19	11202306	0.0000000000000000000008	1713	LDLR	CCDC159	0.15	-251341.5	8	Liver	0.0000000000033	Liver
chr19	11202306	0.0000000000000000000008	1813.5	LDLR	LDLR	0.15	4081	8	Liver	0.0000000000033	Liver
chr19	11202306	0.0000000000000000000008	1713	LDLR	SPC24	0.14	-62465.5	8	Liver	0.0000000000033	Liver
chr19	11202306	0.0000000000000000000008	1813.5	LDLR	ICAM3	0.13	753782	8	Liver	0.0000000000033	Liver
chr19	11202306	0.0000000000000000000008	1713	LDLR	ACP5	0.12	-485804.5	8	Liver	0.0000000000033	Liver
chr19	11202306	0.0000000000000000000008	1813.5	LDLR	SWSAP1	0.12	-281242	8	Liver	0.0000000000033	Liver
chr19	11202306	0.0000000000000000000008	2270.5	LDLR	LDLR	0.76	4538	9	Multiple	0.0000000000037	Multiple
chr19	11202306	0.0000000000000000000008	1264	LDLR	LDLR	0.4	3531.5	9	Multiple	0.0000000000037	Multiple
chr19	11202306	0.0000000000000000000008	1264	LDLR	LDLR	0.65	3531.5	10	Gastrocnemius, Medialis, Heart	0.0000000000047	Muscle
chr19	45412079	0.0000000000000000002	2428.5	APOC1	AC011481.1	0.82	20681	3	Liver	0.00000000000000041	Liver
chr19	45412079	0.0000000000000000002	2428.5	APOC1	AC011481.1	0.26	20681	5	Lung	0.00000000000014	Lung
chr19	45412079	0.0000000000000000002	1694	APOC1	APOC1	0.9	-3731.5	7	Liver	0.0000000000011	Liver
chr19	45412079	0.0000000000000000002	2178.5	APOC1	APOC1	0.79	-3247	7	Liver	0.0000000000011	Liver
chr19	45412079	0.0000000000000000002	2178.5	APOC1	APOC4	0.76	-31237	7	Liver	0.0000000000011	Liver
chr19	45412079	0.0000000000000000002	2178.5	APOC1	AC011481.1	0.55	20431	7	Liver	0.0000000000011	Liver
chr19	45412079	0.0000000000000000002	1694	APOC1	APOC4	0.37	-31721.5	7	Liver	0.0000000000011	Liver
chr15	91428197	0.0000000000007	1226.5	FES	FES	0.96	45	2	Thyroid	0.00000000000000024	Endocrine
chr15	91428197	0.0000000000007	1226.5	FES	MAN2A2	0.39	-18478	2	Thyroid	0.00000000000000024	Endocrine
chr15	91428197	0.0000000000007	1856.5	FES	FES	0.98	-585	3	Liver	0.00000000000000041	Liver
chr15	91428197	0.0000000000007	1226.5	FES	FES	0.94	45	3	Liver	0.00000000000000041	Liver
chr15	91428197	0.0000000000007	1856.5	FES	MAN2A2	0.88	-19108	3	Liver	0.00000000000000041	Liver
chr15	91428197	0.0000000000007	1856.5	FES	FURIN	0.8	14522	3	Liver	0.00000000000000041	Liver
chr15	91428197	0.0000000000007	1226.5	FES	MAN2A2	0.77	-18478	3	Liver	0.00000000000000041	Liver
chr15	91428197	0.0000000000007	1226.5	FES	FES	0.97	45	4	Thyroid Gland	0.000000000000063	Endocrine
chr15	91428197	0.0000000000007	1226.5	FES	MAN2A2	0.79	-18478	4	Thyroid Gland	0.000000000000063	Endocrine
chr15	91428197	0.0000000000007	1226.5	FES	FES	0.94	45	5	Lung	0.00000000000014	Lung
chr15	91428197	0.0000000000007	1226.5	FES	FES	0.98	45	6	Multiple	0.0000000000002	Multiple
chr15	91428197	0.0000000000007	1226.5	FES	MAN2A2	0.8	-18478	6	Multiple	0.0000000000002	Multiple
chr15	91428197	0.0000000000007	1226.5	FES	FURIN	0.53	15152	6	Multiple	0.0000000000002	Multiple
chr15	91428197	0.0000000000007	1856.5	FES	FES	0.96	-585	7	Liver	0.0000000000011	Liver
chr15	91428197	0.0000000000007	2496.5	FES	FES	0.94	-1225	7	Liver	0.0000000000011	Liver
chr15	91428197	0.0000000000007	1856.5	FES	MAN2A2	0.88	-19108	7	Liver	0.0000000000011	Liver
chr15	91428197	0.0000000000007	2496.5	FES	FURIN	0.84	13882	7	Liver	0.0000000000011	Liver
chr15	91428197	0.0000000000007	1856.5	FES	FURIN	0.8	14522	7	Liver	0.0000000000011	Liver
chr15	91428197	0.0000000000007	2496.5	FES	MAN2A2	0.79	-19748	7	Liver	0.0000000000011	Liver
chr15	91428197	0.0000000000007	1226.5	FES	FES	0.71	45	7	Liver	0.0000000000011	Liver
chr15	91428197	0.0000000000007	1226.5	FES	MAN2A2	0.58	-18478	7	Liver	0.0000000000011	Liver
chr15	91428197	0.0000000000007	2496.5	FES	PRC1	0.2	-113159	7	Liver	0.0000000000011	Liver
chr15	91428197	0.0000000000007	1856.5	FES	FES	0.97	-585	8	Liver	0.0000000000033	Liver
chr15	91428197	0.0000000000007	1856.5	FES	MAN2A2	0.88	-19108	8	Liver	0.0000000000033	Liver
chr15	91428197	0.0000000000007	1856.5	FES	FURIN	0.8	14522	8	Liver	0.0000000000033	Liver
chr15	91428197	0.0000000000007	1226.5	FES	FES	0.78	45	8	Liver	0.0000000000033	Liver
chr15	91428197	0.0000000000007	1226.5	FES	MAN2A2	0.64	-18478	8	Liver	0.0000000000033	Liver
chr15	91428197	0.0000000000007	1226.5	FES	FES	0.98	45	9	Multiple	0.0000000000037	Multiple
chr15	91428197	0.0000000000007	1226.5	FES	MAN2A2	0.72	-18478	9	Multiple	0.0000000000037	Multiple
chr1	57016131	0.000000000002	1675	PLPP3	PLPP3	0.78	-96518.5	2	Thyroid	0.00000000000000024	Endocrine
chr1	57016131	0.000000000002	372.5	PLPP3	PLPP3	0.78	-94471	2	Thyroid	0.00000000000000024	Endocrine
chr1	57016131	0.000000000002	2095.5	PLPP3	PLPP3	0.38	-96939	2	Thyroid	0.00000000000000024	Endocrine
chr1	57016131	0.000000000002	1082.5	PLPP3	NA	NA	NA	2	Thyroid	0.00000000000000024	Endocrine
chr1	57016131	0.000000000002	2368.5	PLPP3	NA	NA	NA	2	Thyroid	0.00000000000000024	Endocrine
chr1	57016131	0.000000000002	2212	PLPP3	NA	NA	NA	2	Thyroid	0.00000000000000024	Endocrine
chr1	57016131	0.000000000002	98.5	PLPP3	PLPP3	0.79	-94942	3	Liver	0.00000000000000041	Liver
chr1	57016131	0.000000000002	1675	PLPP3	PLPP3	0.74	-96518.5	3	Liver	0.00000000000000041	Liver
chr1	57016131	0.000000000002	2095.5	PLPP3	PLPP3	0.73	-96939	3	Liver	0.00000000000000041	Liver
chr1	57016131	0.000000000002	98.5	PLPP3	PRKAA2	0.37	-94955	3	Liver	0.00000000000000041	Liver
chr1	57016131	0.000000000002	2095.5	PLPP3	PRKAA2	0.36	-96952	3	Liver	0.00000000000000041	Liver
chr1	57016131	0.000000000002	2368.5	PLPP3	NA	NA	NA	3	Liver	0.00000000000000041	Liver
chr1	57016131	0.000000000002	2212	PLPP3	NA	NA	NA	3	Liver	0.00000000000000041	Liver
chr1	57016131	0.000000000002	2368.5	PLPP3	PLPP3	0.79	-97212	4	Thyroid Gland	0.000000000000063	Endocrine
chr1	57016131	0.000000000002	372.5	PLPP3	PLPP3	0.74	-94471	4	Thyroid Gland	0.000000000000063	Endocrine
chr1	57016131	0.000000000002	2212	PLPP3	PLPP3	0.73	-97055.5	4	Thyroid Gland	0.000000000000063	Endocrine
chr7	150690176	0.000000000002	422.5	NOS3	NOS3	0.98	2493	5	Lung	0.00000000000014	Lung
chr7	150690176	0.000000000002	422.5	NOS3	KCNH2	0.78	15195	5	Lung	0.00000000000014	Lung
chr1	57016131	0.000000000002	372.5	PLPP3	PLPP3	0.77	-94471	5	Lung	0.00000000000014	Lung
chr1	57016131	0.000000000002	98.5	PLPP3	PLPP3	0.26	-94942	5	Lung	0.00000000000014	Lung
chr1	57016131	0.000000000002	88.5	PLPP3	NA	NA	NA	5	Lung	0.00000000000014	Lung
chr1	57016131	0.000000000002	1675	PLPP3	PLPP3	0.78	-96518.5	7	Liver	0.0000000000011	Liver
chr1	57016131	0.000000000002	2212	PLPP3	PLPP3	0.37	-97055.5	7	Liver	0.0000000000011	Liver
chr1	57016131	0.000000000002	2095.5	PLPP3	PLPP3	0.37	-96939	7	Liver	0.0000000000011	Liver
chr1	57016131	0.000000000002	2212	PLPP3	PRKAA2	0.18	-97068.5	7	Liver	0.0000000000011	Liver
chr1	57016131	0.000000000002	1675	PLPP3	PLPP3	0.77	-96518.5	8	Liver	0.0000000000033	Liver
chr1	57016131	0.000000000002	2095.5	PLPP3	PLPP3	0.49	-96939	8	Liver	0.0000000000033	Liver
chr1	57016131	0.000000000002	2212	PLPP3	PLPP3	0.25	-97055.5	8	Liver	0.0000000000033	Liver
chr1	57016131	0.000000000002	2095.5	PLPP3	PRKAA2	0.12	-96952	8	Liver	0.0000000000033	Liver
chr1	57016131	0.000000000002	2212	PLPP3	PRKAA2	0.12	-97068.5	8	Liver	0.0000000000033	Liver
chr7	150690176	0.000000000002	422.5	NOS3	NOS3	0.99	2493	9	Multiple	0.0000000000037	Multiple
chr7	150690176	0.000000000002	422.5	NOS3	KCNH2	0.87	15195	9	Multiple	0.0000000000037	Multiple
chr1	57016131	0.000000000002	98.5	PLPP3	PLPP3	0.84	-94942	9	Multiple	0.0000000000037	Multiple
chr1	57016131	0.000000000002	1421	PLPP3	PLPP3	0.82	-93422.5	9	Multiple	0.0000000000037	Multiple
chr1	57016131	0.000000000002	1675	PLPP3	PLPP3	0.81	-96518.5	9	Multiple	0.0000000000037	Multiple
chr1	57016131	0.000000000002	372.5	PLPP3	PLPP3	0.74	-94471	9	Multiple	0.0000000000037	Multiple
chr1	57016131	0.000000000002	2095.5	PLPP3	PLPP3	0.73	-96939	9	Multiple	0.0000000000037	Multiple
chr1	57016131	0.000000000002	1082.5	PLPP3	PLPP3	0.72	-93761	9	Multiple	0.0000000000037	Multiple
chr1	57016131	0.000000000002	98.5	PLPP3	PRKAA2	0.72	-94955	9	Multiple	0.0000000000037	Multiple
chr1	57016131	0.000000000002	2212	PLPP3	PLPP3	0.72	-97055.5	9	Multiple	0.0000000000037	Multiple
chr1	57016131	0.000000000002	88.5	PLPP3	PLPP3	0.36	-94755	9	Multiple	0.0000000000037	Multiple
chr1	57016131	0.000000000002	2368.5	PLPP3	NA	NA	NA	9	Multiple	0.0000000000037	Multiple
chr15	67441750	0.000000000005	1681.5	SMAD3	SMAD3	0.83	83967	1	Adenocarcinoma	0.000000000000000000024	Cancer
chr15	67441750	0.000000000005	1001.5	SMAD3	SMAD3	0.83	84647	1	Adenocarcinoma	0.000000000000000000024	Cancer
chr15	67441750	0.000000000005	908	SMAD3	SMAD3	0.83	84740.5	1	Adenocarcinoma	0.000000000000000000024	Cancer
chr15	67441750	0.000000000005	2420.5	SMAD3	SMAD3	0.82	83228	1	Adenocarcinoma	0.000000000000000000024	Cancer
chr15	67441750	0.000000000005	1831.5	SMAD3	SMAD3	0.82	83817	1	Adenocarcinoma	0.000000000000000000024	Cancer
chr15	67441750	0.000000000005	1001.5	SMAD3	AAGAB	0.81	-106785	1	Adenocarcinoma	0.000000000000000000024	Cancer
chr15	67441750	0.000000000005	1601.5	SMAD3	SMAD3	0.81	84047	1	Adenocarcinoma	0.000000000000000000024	Cancer
chr15	67441750	0.000000000005	59	SMAD3	SMAD3	0.8	85589.5	1	Adenocarcinoma	0.000000000000000000024	Cancer
chr15	67441750	0.000000000005	1302	SMAD3	SMAD3	0.8	84346.5	1	Adenocarcinoma	0.000000000000000000024	Cancer
chr15	67441750	0.000000000005	908	SMAD3	AAGAB	0.8	-106691.5	1	Adenocarcinoma	0.000000000000000000024	Cancer
chr15	67441750	0.000000000005	2292.5	SMAD3	SMAD3	0.79	83356	1	Adenocarcinoma	0.000000000000000000024	Cancer
chr15	67441750	0.000000000005	1302	SMAD3	AAGAB	0.79	-107085.5	1	Adenocarcinoma	0.000000000000000000024	Cancer
chr15	67441750	0.000000000005	1601.5	SMAD3	AAGAB	0.78	-107385	1	Adenocarcinoma	0.000000000000000000024	Cancer
chr15	67441750	0.000000000005	1756	SMAD3	AAGAB	0.78	-104027.5	1	Adenocarcinoma	0.000000000000000000024	Cancer
chr15	67441750	0.000000000005	305	SMAD3	SMAD3	0.78	85953.5	1	Adenocarcinoma	0.000000000000000000024	Cancer
chr15	67441750	0.000000000005	305	SMAD3	AAGAB	0.78	-105478.5	1	Adenocarcinoma	0.000000000000000000024	Cancer
chr15	67441750	0.000000000005	128	SMAD3	SMAD3	0.77	85776.5	1	Adenocarcinoma	0.000000000000000000024	Cancer
chr15	67441750	0.000000000005	2081.5	SMAD3	SMAD3	0.77	83567	1	Adenocarcinoma	0.000000000000000000024	Cancer
chr15	67441750	0.000000000005	128	SMAD3	AAGAB	0.77	-105655.5	1	Adenocarcinoma	0.000000000000000000024	Cancer
chr15	67441750	0.000000000005	1681.5	SMAD3	AAGAB	0.75	-107465	1	Adenocarcinoma	0.000000000000000000024	Cancer
chr15	67441750	0.000000000005	1756	SMAD3	SMAD3	0.75	87404.5	1	Adenocarcinoma	0.000000000000000000024	Cancer
chr15	67441750	0.000000000005	428.5	SMAD3	SMAD3	0.63	86077	1	Adenocarcinoma	0.000000000000000000024	Cancer
chr15	67441750	0.000000000005	428.5	SMAD3	AAGAB	0.61	-105355	1	Adenocarcinoma	0.000000000000000000024	Cancer
chr15	67441750	0.000000000005	2420.5	SMAD3	AAGAB	0.6	-108204	1	Adenocarcinoma	0.000000000000000000024	Cancer
chr15	67441750	0.000000000005	2292.5	SMAD3	AAGAB	0.45	-108076	1	Adenocarcinoma	0.000000000000000000024	Cancer
chr15	67441750	0.000000000005	983	SMAD3	SMAD3	0.44	86631.5	1	Adenocarcinoma	0.000000000000000000024	Cancer
chr15	67441750	0.000000000005	59	SMAD3	AAGAB	0.29	-105842.5	1	Adenocarcinoma	0.000000000000000000024	Cancer
chr15	67441750	0.000000000005	1831.5	SMAD3	AAGAB	0.15	-107615	1	Adenocarcinoma	0.000000000000000000024	Cancer
chr15	67441750	0.000000000005	2081.5	SMAD3	AAGAB	0.14	-107865	1	Adenocarcinoma	0.000000000000000000024	Cancer
chr15	67441750	0.000000000005	2420.5	SMAD3	SMAD3	0.87	83228	2	Thyroid	0.00000000000000024	Endocrine
chr15	67441750	0.000000000005	908	SMAD3	SMAD3	0.87	84740.5	2	Thyroid	0.00000000000000024	Endocrine
chr15	67441750	0.000000000005	1601.5	SMAD3	SMAD3	0.86	84047	2	Thyroid	0.00000000000000024	Endocrine
chr15	67441750	0.000000000005	1001.5	SMAD3	SMAD3	0.86	84647	2	Thyroid	0.00000000000000024	Endocrine
chr15	67441750	0.000000000005	1681.5	SMAD3	SMAD3	0.86	83967	2	Thyroid	0.00000000000000024	Endocrine
chr15	67441750	0.000000000005	1831.5	SMAD3	SMAD3	0.85	83817	2	Thyroid	0.00000000000000024	Endocrine
chr15	67441750	0.000000000005	437	SMAD3	SMAD3	0.85	85211.5	2	Thyroid	0.00000000000000024	Endocrine
chr15	67441750	0.000000000005	59	SMAD3	SMAD3	0.84	85589.5	2	Thyroid	0.00000000000000024	Endocrine
chr15	67441750	0.000000000005	231	SMAD3	SMAD3	0.84	85417.5	2	Thyroid	0.00000000000000024	Endocrine
chr15	67441750	0.000000000005	1302	SMAD3	SMAD3	0.84	84346.5	2	Thyroid	0.00000000000000024	Endocrine
chr15	67441750	0.000000000005	428.5	SMAD3	SMAD3	0.82	86077	2	Thyroid	0.00000000000000024	Endocrine
chr15	67441750	0.000000000005	2081.5	SMAD3	SMAD3	0.81	83567	2	Thyroid	0.00000000000000024	Endocrine
chr15	67441750	0.000000000005	428.5	SMAD3	AAGAB	0.8	-105355	2	Thyroid	0.00000000000000024	Endocrine
chr15	67441750	0.000000000005	1001.5	SMAD3	AAGAB	0.8	-106785	2	Thyroid	0.00000000000000024	Endocrine
chr15	67441750	0.000000000005	1302	SMAD3	AAGAB	0.79	-107085.5	2	Thyroid	0.00000000000000024	Endocrine
chr15	67441750	0.000000000005	1756	SMAD3	AAGAB	0.79	-104027.5	2	Thyroid	0.00000000000000024	Endocrine
chr15	67441750	0.000000000005	2292.5	SMAD3	SMAD3	0.79	83356	2	Thyroid	0.00000000000000024	Endocrine
chr15	67441750	0.000000000005	1601.5	SMAD3	AAGAB	0.79	-107385	2	Thyroid	0.00000000000000024	Endocrine
chr15	67441750	0.000000000005	437	SMAD3	AAGAB	0.78	-106220.5	2	Thyroid	0.00000000000000024	Endocrine
chr15	67441750	0.000000000005	908	SMAD3	AAGAB	0.78	-106691.5	2	Thyroid	0.00000000000000024	Endocrine
chr15	67441750	0.000000000005	231	SMAD3	AAGAB	0.78	-106014.5	2	Thyroid	0.00000000000000024	Endocrine
chr15	67441750	0.000000000005	2420.5	SMAD3	AAGAB	0.77	-108204	2	Thyroid	0.00000000000000024	Endocrine
chr15	67441750	0.000000000005	1681.5	SMAD3	AAGAB	0.76	-107465	2	Thyroid	0.00000000000000024	Endocrine
chr15	67441750	0.000000000005	1756	SMAD3	SMAD3	0.75	87404.5	2	Thyroid	0.00000000000000024	Endocrine
chr15	67441750	0.000000000005	983	SMAD3	SMAD3	0.38	86631.5	2	Thyroid	0.00000000000000024	Endocrine
chr15	67441750	0.000000000005	1831.5	SMAD3	AAGAB	0.38	-107615	2	Thyroid	0.00000000000000024	Endocrine
chr15	67441750	0.000000000005	1831.5	SMAD3	ZWILCH	0.37	642621	2	Thyroid	0.00000000000000024	Endocrine
chr15	67441750	0.000000000005	2292.5	SMAD3	AAGAB	0.37	-108076	2	Thyroid	0.00000000000000024	Endocrine
chr15	67441750	0.000000000005	59	SMAD3	AAGAB	0.36	-105842.5	2	Thyroid	0.00000000000000024	Endocrine
chr15	67441750	0.000000000005	1601.5	SMAD3	SMAD3	0.84	84047	3	Liver	0.00000000000000041	Liver
chr15	67441750	0.000000000005	128	SMAD3	SMAD3	0.84	85776.5	3	Liver	0.00000000000000041	Liver
chr15	67441750	0.000000000005	59	SMAD3	SMAD3	0.84	85589.5	3	Liver	0.00000000000000041	Liver
chr15	67441750	0.000000000005	1681.5	SMAD3	SMAD3	0.83	83967	3	Liver	0.00000000000000041	Liver
chr15	67441750	0.000000000005	1001.5	SMAD3	SMAD3	0.83	84647	3	Liver	0.00000000000000041	Liver
chr15	67441750	0.000000000005	2420.5	SMAD3	SMAD3	0.81	83228	3	Liver	0.00000000000000041	Liver
chr15	67441750	0.000000000005	1302	SMAD3	SMAD3	0.81	84346.5	3	Liver	0.00000000000000041	Liver
chr15	67441750	0.000000000005	908	SMAD3	SMAD3	0.81	84740.5	3	Liver	0.00000000000000041	Liver
chr15	67441750	0.000000000005	231	SMAD3	SMAD3	0.81	85417.5	3	Liver	0.00000000000000041	Liver
chr15	67441750	0.000000000005	437	SMAD3	SMAD3	0.8	85211.5	3	Liver	0.00000000000000041	Liver
chr15	67441750	0.000000000005	2292.5	SMAD3	SMAD3	0.8	83356	3	Liver	0.00000000000000041	Liver
chr15	67441750	0.000000000005	305	SMAD3	SMAD3	0.8	85953.5	3	Liver	0.00000000000000041	Liver
chr15	67441750	0.000000000005	908	SMAD3	AAGAB	0.79	-106691.5	3	Liver	0.00000000000000041	Liver
chr15	67441750	0.000000000005	305	SMAD3	AAGAB	0.79	-105478.5	3	Liver	0.00000000000000041	Liver
chr15	67441750	0.000000000005	128	SMAD3	AAGAB	0.79	-105655.5	3	Liver	0.00000000000000041	Liver
chr15	67441750	0.000000000005	1831.5	SMAD3	SMAD3	0.79	83817	3	Liver	0.00000000000000041	Liver
chr15	67441750	0.000000000005	1601.5	SMAD3	AAGAB	0.79	-107385	3	Liver	0.00000000000000041	Liver
chr15	67441750	0.000000000005	2420.5	SMAD3	AAGAB	0.78	-108204	3	Liver	0.00000000000000041	Liver
chr15	67441750	0.000000000005	1001.5	SMAD3	AAGAB	0.78	-106785	3	Liver	0.00000000000000041	Liver
chr15	67441750	0.000000000005	437	SMAD3	AAGAB	0.78	-106220.5	3	Liver	0.00000000000000041	Liver
chr15	67441750	0.000000000005	1756	SMAD3	AAGAB	0.78	-104027.5	3	Liver	0.00000000000000041	Liver
chr15	67441750	0.000000000005	821	SMAD3	SMAD3	0.77	86469.5	3	Liver	0.00000000000000041	Liver
chr15	67441750	0.000000000005	428.5	SMAD3	SMAD3	0.77	86077	3	Liver	0.00000000000000041	Liver
chr15	67441750	0.000000000005	231	SMAD3	AAGAB	0.77	-106014.5	3	Liver	0.00000000000000041	Liver
chr15	67441750	0.000000000005	821	SMAD3	AAGAB	0.77	-104962.5	3	Liver	0.00000000000000041	Liver
chr15	67441750	0.000000000005	1302	SMAD3	AAGAB	0.77	-107085.5	3	Liver	0.00000000000000041	Liver
